"business" "fullname" "sampwsw" "scorewsw" "sampwosw" "scorewosw" "totalsamples" "totalreviewscore" "pvalues" "qvalues" "city" "state" "lat" "long"
"11" "098lYL3ZpOayRvk7MbwyLg" "Teriyaki Madness" 20 2.88045770310534 20 2.84344749152271 40 2.86195259731403 0.933650184702108 0.843248454601849 "Las Vegas" "NV" 36.1956291199 -115.25680542
"12" "0aKii4YS6MYZlPCsKPaF5w" "Garbanzo Mediterranean Grill" 10 3.7612117401322 16 2.24148009205834 26 2.82599226439444 0.00053049728125925 0.0555001600432536 "Phoenix" "AZ" 33.6760537276 -111.972385347
"13" "0aV8mzabKSFylfi0NQGqlQ" "Los Tacos" 28 2.99315586309027 104 3.31975191916399 132 3.25047396787563 0.228667839332182 0.633592630407822 "Las Vegas" "NV" 36.1584563 -115.1275613
"14" "0AZiq_OMKs3I9lTmwd5PSg" "Tommy V's Osteria and Pizzeria" 29 2.97328355790105 12 3.3122050431749 41 3.07248009017632 0.49150894746113 0.753062815208522 "Phoenix" "AZ" 33.5098716 -112.0114247
"15" "0BpMvu5B9fY-KEbOuxLtFQ" "Sushi Ave" 54 2.20997819396001 27 2.19539264031372 81 2.20511634274458 0.970049247346671 0.850201038512331 "Phoenix" "AZ" 33.6399519009 -112.019165148
"16" "0bQKW7e23wTJxgvs_p2HjQ" "Shish Kabobs & Gyros" 15 2.19916585831127 23 3.36663756892021 38 2.9057934726272 0.0126529460513961 0.262074796100667 "Scottsdale" "AZ" 33.5737667 -111.9055104
"17" "0CeEgarUoVP2Nq9s1Mn0Aw" "Mad Dog Saloon" 31 1.85260286047984 22 2.12795223481215 53 1.96689882718382 0.412818465947716 0.728112318254749 "Mesa" "AZ" 33.3815815 -111.8070538
"18" "0CG3ns3gwWV5nOnfzSfUIQ" "Black Bear Diner" 70 2.94500683846396 42 2.92612541609305 112 2.93792630507487 0.936148029161249 0.843248454601849 "Goodyear" "AZ" 33.4565552136 -112.341608594
"19" "0db71MbrvcJnyk71COCJBg" "Great Wall Cuisine" 88 2.84560498517229 66 3.16444160080325 154 2.98224924901413 0.047639529197746 0.394827264299972 "Phoenix" "AZ" 33.5108736 -112.1341836
"20" "0dIChGWBs9ueUXl0hhkw2w" "Crazy Jim's" 51 3.0294408389904 50 3.3125848002165 101 3.1696111168251 0.167658116500436 0.582432245129652 "Phoenix" "AZ" 33.4943622 -112.0910715
"21" "0dORc6ckZw5HezR3BuSsqw" "Green New American Vegetarian" 93 3.51134221053493 151 3.58288395829372 244 3.55561599705779 0.579500937390279 0.778389155707305 "Phoenix" "AZ" 33.47014 -112.065474
"22" "0enMncxkQZB0-rHnoFMGLg" "The Lodge At Cactus" 31 1.97994626645559 12 2.24964329761706 43 2.05521055422158 0.606366132420544 0.786688142819844 "Las Vegas" "NV" 35.9986631 -115.2038275
"23" "0FfB4c7KABDCFITS4rPY_Q" "Thai Original BBQ Restaurant" 31 2.78640851187546 25 3.00538690899171 56 2.88416672487378 0.375342610825319 0.715168144322576 "Las Vegas" "NV" 36.1151835 -115.2411327
"24" "0GCpesRgXSVluFoB2otXlA" "Firehouse Subs" 13 3.66166005279082 19 3.2971076124119 32 3.44520704131584 0.270479933677028 0.665593760284433 "Las Vegas" "NV" 36.0816624 -115.1196711
"25" "0gQrhOYWdO0XVZEKtOrvaA" "Red Devil" 38 2.88979777459653 25 3.08733620127435 63 2.96818603915122 0.489659401869892 0.753062815208522 "Phoenix" "AZ" 33.6406665 -112.0176895
"26" "0gsYv0BRBxd5wDYDsB9wDw" "Jollibee" 23 1.63904599213255 31 1.84655912330442 54 1.75817390076825 0.50279995909995 0.757695907017353 "Las Vegas" "NV" 36.1460967 -115.3011309
"27" "0H7ewZ656xM0bulSMowWtQ" "Sagos Baja Tavern & Lounge" 38 3.1862121820715 13 2.63764850024473 51 3.0463822239588 0.194060199485796 0.606868284516828 "Las Vegas" "NV" 36.102015 -115.2965319
"28" "0hYTkJtgQGu-ysCZnmFZDQ" "The Siamese Cat" 22 3.36794685831514 14 2.99016888453952 36 3.22103320184684 0.371332382650318 0.712413942984885 "Tempe" "AZ" 33.3795165 -111.8934231
"29" "0i0PwU8lpj4evYKQogWxcA" "Public House" 234 3.0483298831717 103 2.98445069032975 337 3.02880597556719 0.615483822562733 0.788771524240489 "Las Vegas" "NV" 36.1214517 -115.1696112
"30" "0IDIy6Ti9V4rKhX-WgWFHg" "Curry in the Box" 13 2.81173224759691 20 2.85839645598758 33 2.8400135860155 0.910022686605839 0.84251410165612 "Fitchburg" "WI" 43.023349 -89.418612
"31" "0idZ5QJ_divjmPyDzqktZA" "Masa Sushi" 58 3.12552089263177 31 2.94135767556383 89 3.06137415410249 0.504224809003839 0.758095394138257 "Gilbert" "AZ" 33.365858 -111.789656
"32" "0InQd9vuhRc98OksC3Ks8Q" "Buffet Roundtable" 55 1.40272400675577 107 0.991217367230993 162 1.1309264115141 0.0323635099948138 0.348974524212918 "Las Vegas" "NV" 36.0988783486 -115.17564062
"33" "0jidz95lm_uJomdgCGo2Hg" "Home Plate Grill & Bar" 41 2.70584741327047 29 2.74841325853375 70 2.72348183487955 0.903608587192495 0.841120294364283 "Las Vegas" "NV" 36.032924 -115.205633
"34" "0jLy2J-6omAKhBDzrNHj9g" "Moe's Southwest Grill" 12 1.20626167548207 19 1.15141328245974 31 1.17264491846839 0.891094732759729 0.838042363038185 "Las Vegas" "NV" 36.086684886 -115.13995719
"35" "0jq5ZFLRqAAujEuymdPu4g" "MOzen Bistro" 109 3.1793205179562 40 3.38777577817663 149 3.23528166163954 0.2324603726133 0.633592630407822 "Las Vegas" "NV" 36.1071123122 -115.173589403
"36" "0jSLF-sYd23ZUAvXwqHDPg" "Bhima's Warung" 12 3.75057625457639 10 4.04158710836774 22 3.88285391539064 0.277048161835604 0.673027557458928 "Waterloo" "ON" 43.4774177316 -80.5250037834
"37" "0K35eGvzVRZEirNo5v_WfA" "Ajo Al's Mexican Cafe" 48 2.33714742331177 25 2.73435628319502 73 2.47317785477864 0.143364819150051 0.557460768708014 "Phoenix" "AZ" 33.5113051 -112.0471421
"38" "0K634ehk41ZRc4kj3NTAEQ" "Chompie's Deli" 169 2.69188102263334 121 2.97229759766715 290 2.80888242118193 0.0279833782744824 0.337559977412905 "Tempe" "AZ" 33.4224126 -111.9199032
"39" "0lEp4vISRmOXa8Xz2pWhbw" "Cafe Zupas" 61 3.17742920914304 71 2.93198441343787 132 3.04540965993799 0.196597717713694 0.610723336598522 "Phoenix" "AZ" 33.508736 -112.041489
"40" "0-lJQCSwnHmIczjcSw_N_g" "Kokobelli Bagel Cafe" 14 3.06451386816703 33 3.59166243459928 47 3.43463945736414 0.0346762039851619 0.354349298666283 "Mesa" "AZ" 33.3950097 -111.6846403
"41" "0lslsYnEVGDtXiM9V2GxWg" "Ginza of Tokyo" 19 1.94541014655062 17 2.28974027492948 36 2.10801048495175 0.413289909406257 0.728112318254749 "Madison" "WI" 43.0566102 -89.4996555
"42" "0_LZEAYsexEZS-OFTjdjNQ" "Flavors The Buffet" 162 2.00634765912581 151 1.9617542709523 313 1.98483455492709 0.741254701170906 0.820743141282809 "Las Vegas" "NV" 36.1199282584 -115.172435045
"43" "0m0KmAYGvC34MfwJIEgCEA" "Fuddruckers" 14 2.90648668597694 33 2.77538640822938 47 2.81443755479248 0.672959154146311 0.804253229409697 "Tempe" "AZ" 33.351139 -111.963499
"44" "0mPrp8m_caTxdSGfIxNtTw" "Tommy Bahama Restaurant & Bar - Las Vegas" 134 3.16833188934528 63 3.18878280405284 197 3.17487202958171 0.89539149647055 0.839399810039215 "Las Vegas" "NV" 36.0682624633 -115.177183977
"45" "0nGjXTpUtpIJl10PL0eBGg" "Breakfast Club" 104 2.57277869617765 28 2.80582342620718 132 2.62221242678998 0.340543426370893 0.700532492455209 "Phoenix" "AZ" 33.4473356 -112.0734239
"46" "0NhcabzEyeCIMsNCPOX-MQ" "Jimmy John's" 15 2.41857097517903 23 2.64789338715233 38 2.55737138242603 0.561989659440778 0.773465525607349 "Tempe" "AZ" 33.392384 -111.926508
"47" "0NHoELbgXkqIoG8lWo0AtQ" "Dal Toro Ristorante" 114 1.84124166791499 38 1.66402961231185 152 1.79693865401421 0.407758596562626 0.728112318254749 "Las Vegas" "NV" 36.1248420622 -115.145645142
"48" "0NlTmTzKYXbE6Hx2iGEb5A" "El Encanto DOS" 52 2.29780782454621 20 2.36585446900825 72 2.31670967023011 0.851717624683964 0.833756763770841 "Phoenix" "AZ" 33.8000531 -112.05858
"49" "0NNw9CHm0X8LJBvmIJvBIA" "Jordan's Big Ten Pub" 26 3.41511108670848 17 3.16636000350994 43 3.31676763521138 0.401307882249686 0.726838273772579 "Madison" "WI" 43.068041 -89.4082449
"50" "0ONypOKIhttBz9IJzBE8jg" "Fleming's Prime Steakhouse & Wine Bar" 74 2.97984322014849 40 2.84106850162704 114 2.93115033645675 0.582489827042073 0.778389155707305 "Chandler" "AZ" 33.3184674 -111.9682552
"51" "0pXk2JkijBpi2Iz0D5pFXA" "Kabul Restaurant" 46 2.8115488837055 33 2.50550284781867 79 2.6837068687148 0.251190892656216 0.64688904702949 "Madison" "WI" 43.0748598 -89.3951624
"52" "0q98gY5I_5Ad_zLowCDkGA" "Lakeside Bar & Grill" 40 2.34334872100822 19 2.29287906229663 59 2.3270957800672 0.89405663617521 0.838488787657889 "Peoria" "AZ" 33.7129792 -112.2761916
"53" "0QHBb-nEi1ZX7ciSUweL0w" "Sushi San" 58 3.25917706566753 23 3.22612418931547 81 3.24979168102435 0.902458811094558 0.841120294364283 "Gilbert" "AZ" 33.3356969 -111.8208673
"54" "0qPmDwHa9NdvvIOgerR8HQ" "Canal Restaurant" 23 2.80524262438009 12 3.03188455739321 35 2.88294842998459 0.453328695569675 0.742191306259468 "Scottsdale" "AZ" 33.499705 -111.927222
"55" "0QTn4pMzKv1mnQifcP9YoQ" "Autumn Court Chinese Restaurant" 48 2.76779444029956 32 1.89007451003613 80 2.41670646819419 0.00189937789536167 0.107601078598788 "Phoenix" "AZ" 33.495576 -112.000409
"56" "0qUesn1TBPpPjW20h5Lqfg" "Fresh Wasabi" 57 3.22326397024645 50 3.5261310622537 107 3.36479064875451 0.0813258267047061 0.466628295028131 "Glendale" "AZ" 33.637161 -112.19974
"57" "0QUjIl8sGZsA0L1JCqVAgA" "Pink Pony" 41 3.20305663346398 13 2.86233885695167 54 3.12103198356286 0.373822210850503 0.713195797614685 "Scottsdale" "AZ" 33.4925859 -111.9257988
"58" "0rbT0Nf-A56t4DnYIIvy-Q" "Cafe Zupas" 19 3.57778626781858 41 3.10796920504231 60 3.25674460825479 0.0521685219580745 0.407401301685557 "Mesa" "AZ" 33.379618 -111.757045
"59" "0RqNRc6RiILzZxK9J8Kqug" "Red Robin Gourmet Burgers" 38 2.45234218414198 17 2.42755041606464 55 2.44467927400899 0.943155639497569 0.845823405539417 "Phoenix" "AZ" 33.711091 -112.1122766
"60" "0sGv8StC2mq49VeqevMiQQ" "Big Mama's & Papa's Pizzeria" 18 2.60966599002292 16 2.04953491540029 34 2.34607489608286 0.336976441187932 0.69788874700317 "Las Vegas" "NV" 36.115524 -115.13359
"61" "0tqrgESNOpN2CNoEtCGYpQ" "Joe's Crab Shack" 33 2.01615431775979 20 1.76010867218179 53 1.91953331942847 0.523402423941402 0.765701472090722 "Tempe" "AZ" 33.393371 -111.912406
"62" "0tUlPATGNNR7zq5uzh3nog" "The Buffet" 37 1.82370584895126 45 1.72787474448758 82 1.7711156086968 0.695498584267539 0.808770820002194 "Las Vegas" "NV" 36.1371122 -115.1529193
"63" "0udEgNqy5rLR5pZ4kD19Og" "Thai Basil" 114 3.10686910229516 96 3.02206468519669 210 3.06810136876443 0.544419930571376 0.76899714328777 "Tempe" "AZ" 33.4215393 -111.9447821
"64" "0_vMnSRqc5aZUg1eBk3l2g" "Paradise Bakery & Cafe" 14 1.76600499990257 24 1.92118045571623 38 1.86401055094277 0.619525486558523 0.790385135297232 "Tempe" "AZ" 33.4341094982 -111.90186739
"65" "0vzZ_Bcb02rJljeMU9XkBw" "Sakana Sushi & Grill" 117 2.90922499127601 75 3.20934695474433 192 3.02646013325582 0.0867560949830371 0.469224400556295 "Phoenix" "AZ" 33.347684 -111.976156
"66" "0WBsN95ItG6IyiB1X2lMrA" "Koi Sushi Bar & Grill" 30 2.327296710971 11 3.16143324044702 41 2.5510894383914 0.0839624906614107 0.468747818928633 "Glendale" "AZ" 33.567834 -112.153833
"67" "0wGWhZw81cIG7YjwghZhgw" "Sunroom Cafe" 33 2.93877532684694 52 2.96142449556021 85 2.95263128888329 0.900523469776023 0.840797843197223 "Madison" "WI" 43.075159 -89.396178
"68" "0WI0ydH2HtFxFswYXhE--w" "Nakama Sushi Restaurant & Lounge" 65 2.8757731755149 23 3.28330303811174 88 2.98228666232998 0.176127664092681 0.589504079807853 "Goodyear" "AZ" 33.463185 -112.343663
"69" "0wK--zW6Bgqgvnob8Qc77g" "Famous Sam's" 12 2.34318407364667 15 2.89816706180163 27 2.65150795595498 0.243500235602681 0.641178083255019 "Gilbert" "AZ" 33.321486 -111.805265
"70" "0Wu4-E2NKM-H8Yt7zZ-cxw" "Windy City Beefs-N-Dogs" 69 3.39961730422501 55 3.39553388185347 124 3.39780610881828 0.981365862923664 0.853049314945724 "Las Vegas" "NV" 36.197235 -115.257788
"71" "0x4NXJFSQRRUNONxINTjWQ" "Joe's New York Pizza" 43 2.83422289434362 88 2.61806284308178 131 2.68901614235093 0.309082589426477 0.69067307937842 "Las Vegas" "NV" 36.108898 -115.151261
"72" "0xSf8B4DBEk8ecV7YYXVUw" "Lobster Me - Venetian Palazzo" 12 3.12073319318179 23 2.75691115114443 35 2.88165013698581 0.370799746061641 0.712413942984885 "Las Vegas" "NV" 36.124423 -115.146372
"73" "0yBs5wbVw9gTIDe9Z-rMTg" "Bonfire Grill and Bar" 27 2.88568156135134 11 3.27437364462432 38 2.99819769071983 0.486906447248213 0.752667901425229 "Scottsdale" "AZ" 33.491695 -111.925624
"74" "0YEYPidJcDh-Hgjwaisi5Q" "Black Bear Diner" 41 2.53646491946479 32 2.76326351213841 73 2.63588348063679 0.399596501625137 0.726223045005004 "Glendale" "AZ" 33.6383303 -112.1897964
"75" "0ylC0tsPUY3yaoXRaCDL3Q" "Arizona Sandwich Company" 18 3.36168735325525 34 3.1983865714329 52 3.25491376514064 0.645903983688841 0.798385271356468 "Phoenix" "AZ" 33.332316 -111.977504
"76" "0z9gKwvyYZGA0FMa1Tgugw" "Pizza Chicago" 14 2.67653703183287 11 2.76361244096915 25 2.71485021185283 0.880140173001419 0.837931922581815 "Tempe" "AZ" 33.3491017 -111.9265922
"77" "10BgGvCMDH-JbYsg8KRLRg" "3 Roots Coffee House and Cafe" 21 2.91522024826638 19 2.67105698030445 40 2.79924269598446 0.480653990305092 0.749914589069452 "Tempe" "AZ" 33.418499 -111.940305
"78" "10GBdcrKBSL1QFnkXWjfjQ" "Capriotti's" 13 3.042222854698 21 3.38687929381934 34 3.25509889062589 0.409838304504777 0.728112318254749 "Las Vegas" "NV" 36.18336 -115.3098303
"79" "10Srj1qZfB9CsVAwef9_dQ" "Sababa" 30 3.02532106198205 56 2.83711605471663 86 2.90276896422782 0.523685615150589 0.765701472090722 "Las Vegas" "NV" 36.1309442 -115.2784531
"80" "11TesR4KkvWZaTHaVINe2w" "Harold's Chicken Shack" 12 3.06920208983122 10 2.14053343686361 22 2.64707997484594 0.177959847618348 0.591103709838461 "Madison" "WI" 43.0494323 -89.5030591
"81" "1-1VcGTL3GyCqUpXZLFTZA" "Friday's Front Row Sports Grill" 47 2.54627679630292 18 2.54571398345269 65 2.5461209404367 0.99846126666938 0.854957168202832 "Phoenix" "AZ" 33.445956 -112.06625
"82" "131oUL1FGLOg0AxbBxCtzg" "Greek American Grille" 10 3.40273297165287 13 3.08439503489827 23 3.22280283348722 0.333264299042924 0.697226260652192 "Las Vegas" "NV" 36.175 -115.136389
"83" "136zvrfN6Kpr9tFj3OMNUQ" "Panchero's Mexican Grill" 15 2.02858085446828 32 2.5554206585679 47 2.38728029555738 0.175786359868657 0.589504079807853 "Tempe" "AZ" 33.4342595 -111.9252882
"84" "1_43FZHx3P5D7X-CpIR9WA" "Jersey Mike's Subs" 14 3.25988994206609 29 2.57291111791819 43 2.79657864205937 0.0639312927432474 0.425530861464209 "Phoenix" "AZ" 33.711091 -112.1122766
"85" "14K90G-hbfk795NY7cKxMA" "Blue 32 Sports Grill" 89 3.16535760815672 36 3.08124795424699 125 3.14113402783072 0.61503929200583 0.788771524240489 "Gilbert" "AZ" 33.3072503 -111.7573191
"86" "14NSxaXBNspIVnsrMYJZVw" "Poncho's Mexican Food" 63 2.8704601155214 40 3.12243168689771 103 2.96831315294909 0.328234221141906 0.697226260652192 "Phoenix" "AZ" 33.3806458 -112.0732936
"87" "15JT2xhzP_R96mT6rK882A" "La Bayou Casino" 15 3.07028868484018 23 2.84581467457597 38 2.93442283652237 0.573545939530861 0.778198951350714 "Las Vegas" "NV" 36.17115 -115.145849
"88" "15JZ0ME6eOtShdLctzfR6w" "Copper Kettle" 18 2.32896134695589 12 2.63324554229336 30 2.45067502509088 0.492821172699462 0.753380216648976 "Chandler" "AZ" 33.3336727 -111.8608534
"89" "15srJBiBZBt0iKsWSABwRg" "Sushi Bomb" 104 2.80266458948384 56 2.82923703788886 160 2.81196494642559 0.902726060803838 0.841120294364283 "Las Vegas" "NV" 36.2184424 -115.3238103
"90" "1621ir5mjVgbHwxCbMAEjg" "Thai Rama" 47 2.24541998262701 27 2.41504165599172 74 2.30730897155737 0.619814951747511 0.790385135297232 "Tempe" "AZ" 33.421712 -111.925231
"91" "17DI33J8TkcfzyoiIYLQIw" "Thai House" 40 2.72303261731918 47 3.14663827911463 87 2.95187705530063 0.0927076550370048 0.478443902458063 "Scottsdale" "AZ" 33.581569 -111.931282
"92" "17FKJgS11HppOf00qXKEqA" "Lemongrass Caf" 154 2.84242397603678 96 2.93971574014374 250 2.87978401345385 0.510412600587312 0.761234819822738 "Las Vegas" "NV" 36.028936 -115.117185
"93" "18oecrR4bf-ctLvVGEaSLg" "In-N-Out Burger" 11 3.79405515578885 26 3.18134039896057 37 3.36349884017979 0.0174074364479586 0.292486292234489 "Mesa" "AZ" 33.383382 -111.806509
"94" "18TUn9oiW0k0yB6lheiOvw" "TEXAZ Grill" 137 3.16375171027352 103 3.13901686381246 240 3.15313633866732 0.865763228662105 0.835884801064327 "Phoenix" "AZ" 33.523984 -112.04698
"95" "1AMncE6Lxdr6J9PeqZi4nA" "Bill Johnson's Big Apple Restaurants" 46 2.24051912943132 23 2.34474812093422 69 2.27526212659895 0.756591925867686 0.8232385629149 "Phoenix" "AZ" 33.4506964 -112.0000523
"96" "1bJjWGYip-V2PGj4VIwbiQ" "Battista's Hole In the Wall" 185 2.50687113558874 208 2.46401276669498 393 2.48418782584344 0.746684607732613 0.82135313096729 "Las Vegas" "NV" 36.1147623 -115.1678753
"97" "-1bOb2izeJBZjHC7NWxiPA" "First Watch" 54 2.97457897408399 20 2.85367139224172 74 2.94190124926176 0.620448107196819 0.790780111902534 "Phoenix" "AZ" 33.479996 -112.077144
"98" "1CNKe3H07sLu6rigOpAYsg" "Dave & Buster's" 64 2.41670441793449 66 2.6311850973447 130 2.52559460901967 0.293490266190986 0.68396788192281 "Tempe" "AZ" 33.4330915863 -111.903580308
"99" "1cTI09YZ3uRPXt3YkznuPg" "A Touch of European Cafe" 44 3.53237347354523 29 3.86907453008832 73 3.6661314275144 0.0437387359214799 0.3825312215642 "Glendale" "AZ" 33.5414182 -112.1825527
"100" "1dAA6vT55o35XZT3DV4hSA" "Hungry Howies" 15 2.0887498801928 24 3.11125288891872 39 2.71798250094721 0.0354342276977511 0.358630583324043 "North Las Vegas" "NV" 36.2755303 -115.1801327
"101" "1DjRf3AdYpdlC1Df9KD6rA" "Fire + Spice" 17 2.30674623626635 12 3.34348591595382 29 2.7357419657922 0.000930916021143446 0.0780976066810123 "Tempe" "AZ" 33.4108625 -111.9701785
"102" "1dk07edqr5_7goS6AnXAjw" "Red Rock Pizza" 22 3.38512888795638 32 2.99980450503485 54 3.15678851289177 0.274960196272177 0.671964745162064 "Las Vegas" "NV" 36.1980644 -115.2799007
"103" "1dnarzaw3bwFrK38hldi_Q" "360 Gourmet Burrito" 21 1.37789486801847 34 0.727808030492192 55 0.976023004820406 0.0477837774765724 0.394827264299972 "Las Vegas" "NV" 36.089494 -115.138026
"104" "1Duul3qCnLrNak1Np-iHfw" "Pita Jungle" 137 2.94651850953425 81 3.31010135529484 218 3.08161121828016 0.0120401476378357 0.253937103045661 "Chandler" "AZ" 33.319062 -111.874339
"105" "1eJ0pC6UrQVkDSflgrs0Fw" "Elephant Bar Restaurant" 39 2.21206828170581 14 1.77277860242913 53 2.09602949850065 0.157874575837822 0.577079551052725 "Peoria" "AZ" 33.634244 -112.235535
"106" "-1ERbsOf9XOC9wGbZYFr7g" "Toros Cantina & Gaming" 73 2.46587974542336 37 2.33693457428633 110 2.42250727876818 0.673424231847394 0.804253229409697 "Las Vegas" "NV" 36.1590602 -115.3515084
"107" "1f0g466Geu4nDdJhYQ_Vhg" "Q to U BBQ" 16 3.67673693120089 53 3.51029753613985 69 3.54889217847285 0.469120444039621 0.746825713354748 "Anthem" "AZ" 33.8644291 -112.1353054
"108" "1F-pelV0fTduYV_vCrvjLA" "Black Bear Diner" 75 2.97358360269362 38 2.88208586378423 113 2.94281445155595 0.675918292607794 0.804911053677885 "Gilbert" "AZ" 33.3786079 -111.7923334
"109" "1_FS3rvpvgGEzr_SncSVpQ" "The Good Egg - Ancala" 28 1.71828403731697 11 1.44050648927872 39 1.63993652376772 0.581496741693623 0.778389155707305 "Scottsdale" "AZ" 33.5869871 -111.8365715
"110" "1Fupq7erFi4uqC_gd9ypQg" "Pinkaow Thai Restaurant" 123 2.78901946147076 74 2.99573727313991 197 2.86666980697085 0.189223247278259 0.597813312342248 "Henderson" "NV" 36.01658 -115.118684
"111" "1ggcLvWPBDWnp5MVTRnoRg" "Old Spaghetti Factory" 71 2.10415674090555 24 1.51587368495348 95 1.9555378636124 0.0597452344192051 0.41748442048317 "Chandler" "AZ" 33.3056625 -111.8975208
"112" "1GYjuEYlbaQzEaCBKGirJg" "Firehouse Subs" 32 2.95131916621381 41 2.94614391037793 73 2.94841251567585 0.985847337146414 0.854137412078233 "Las Vegas" "NV" 36.1962809 -115.2509056
"113" "1HbKFWG5QKzYkuNxig6H7w" "Saigon Noodles" 64 3.13277907313788 63 3.31941505600614 127 3.22536227723789 0.177064586339412 0.590269599164454 "Madison" "WI" 43.0566087 -89.4998028
"114" "1hBOR97oX5Xph3J8Tdob7w" "Cheeseburger in Paradise" 23 1.48667880810632 14 1.41939885780103 37 1.46122152961243 0.881326031920013 0.837931922581815 "Middleton" "WI" 43.0904234 -89.5296526
"115" "1hTBIFVqHfI1hRpdS8iIgg" "Vogue Bistro" 77 3.14014602330948 38 3.31565084447475 115 3.198138920738 0.379922773903758 0.716454278536553 "Surprise" "AZ" 33.6095832 -112.3924098
"116" "1jgVM2JiqQY2EYbDX5vbqg" "Biaggi's Ristorante Italiano" 46 2.70590974029731 16 2.65222671402374 62 2.69205605609768 0.855336557226564 0.833756763770841 "Madison" "WI" 43.0732776198 -89.5256391934
"117" "1jmSAp3ZTTUJ4idPrARfkw" "Roadrunner Saloon" 23 1.97718002405852 16 2.62915707734243 39 2.24465778950833 0.0704714885636726 0.442858076460368 "Henderson" "NV" 36.0397 -115.0758
"118" "1JXCQLdUZSWJqghmLovl4w" "Cafe Cornucopia" 22 3.99474662466188 20 3.82454725891734 42 3.91369930764067 0.404123190691234 0.727593040629948 "Chandler" "AZ" 33.3183691 -111.9276449
"119" "1ksEqDWneqp8vn1m2zSueg" "Pho A.V" 21 3.37555860766033 19 3.51895049290778 40 3.44366975315287 0.631369656686022 0.792454526973135 "Phoenix" "AZ" 33.6281081564 -112.011592667
"120" "1ldDbggHHgPlj3k0SpBTKQ" "Sam Woo BBQ Restaurant" 155 1.00674054304422 97 1.25871299936608 252 1.10372994091414 0.0935795662919626 0.481623909179399 "Las Vegas" "NV" 36.1263784 -115.1969938
"121" "1LSxfyNIUFbQb-Ej0FDGTw" "Mimi's Cafe" 47 1.82852621006415 10 2.36147515800823 57 1.92202602549293 0.252486189199968 0.647064928230773 "Phoenix" "AZ" 33.5800411 -112.1246212
"122" "1M4oczf2lmkdgbrJ3J7OqA" "Christopher's and Crush Lounge" 110 3.04012635278469 47 3.11900043141811 157 3.06373833810807 0.705800112507209 0.810971900001279 "Phoenix" "AZ" 33.5104258 -112.0284918
"123" "1MJ5xmHmeCiau07X2bQyUQ" "KJ Kitchen" 113 2.78531447856172 71 3.20784968012278 184 2.94835795307713 0.0139385078912927 0.269126882381845 "Las Vegas" "NV" 36.1256877 -115.2231413
"124" "1MMztCZKPtw9DoCVflfZFg" "BJ's Restaurant & Brewhouse" 159 2.52293000562057 70 2.93557553292855 229 2.64906619300729 0.00294099614478727 0.129372991187314 "Henderson" "NV" 36.0158354 -115.1183847
"125" "1MQmujTuU-3qPdoogdA8CQ" "Joyride Central" 114 2.92277988880632 41 2.95186200573572 155 2.93047257780055 0.899219882455106 0.840797843197223 "Phoenix" "AZ" 33.51315 -112.073765
